NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
O-LINKED GLYCOSYLATION%REACTOME%R-HSA-5173105.6	O-LINKED GLYCOSYLATION%REACTOME%R-HSA-5173105.6		58	-0.38109228	-1.2850661	0.097122304	0.42319298	1.0	779	tags=14%, list=6%, signal=15%	
BIOCARTA_GPCR_PATHWAY%MSIGDB_C2%BIOCARTA_GPCR_PATHWAY	BIOCARTA_GPCR_PATHWAY%MSIGDB_C2%BIOCARTA_GPCR_PATHWAY		18	-0.49415722	-1.285008	0.16621253	0.42243263	1.0	81	tags=17%, list=1%, signal=17%	
MONONUCLEAR CELL DIFFERENTIATION%GOBP%GO:1903131	MONONUCLEAR CELL DIFFERENTIATION%GOBP%GO:1903131		152	-0.32763588	-1.2844448	0.031746034	0.42278102	1.0	1599	tags=26%, list=12%, signal=29%	
NEGATIVE REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071676	NEGATIVE REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071676		15	-0.50861365	-1.2844247	0.14973262	0.4218973	1.0	1996	tags=33%, list=15%, signal=39%	
NEGATIVE REGULATION OF THE PI3K AKT NETWORK%REACTOME%R-HSA-199418.5	NEGATIVE REGULATION OF THE PI3K AKT NETWORK%REACTOME%R-HSA-199418.5		78	-0.3649391	-1.2838025	0.052208837	0.42236897	1.0	1873	tags=27%, list=14%, signal=31%	
POSITIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:1903055	POSITIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:1903055		19	-0.48273528	-1.2833512	0.13903743	0.42239562	1.0	2046	tags=37%, list=15%, signal=43%	
RIBOSOMAL SMALL SUBUNIT BIOGENESIS%GOBP%GO:0042274	RIBOSOMAL SMALL SUBUNIT BIOGENESIS%GOBP%GO:0042274		92	-0.3463885	-1.2833277	0.066945605	0.42154396	1.0	2791	tags=25%, list=21%, signal=31%	
TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 (RBL1) AND P130 (RBL2) IN COMPLEX WITH HDAC1%REACTOME DATABASE ID RELEASE 65%1362300	TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 (RBL1) AND P130 (RBL2) IN COMPLEX WITH HDAC1%REACTOME DATABASE ID RELEASE 65%1362300		16	-0.5004358	-1.2817025	0.18181819	0.42434773	1.0	1698	tags=31%, list=13%, signal=36%	
REGULATION OF STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0050810	REGULATION OF STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0050810		32	-0.4431948	-1.2812543	0.12962963	0.4245023	1.0	2342	tags=44%, list=17%, signal=53%	
REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902806	REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902806		141	-0.32404798	-1.2806935	0.010526316	0.42495295	1.0	1975	tags=22%, list=15%, signal=25%	
PROTEIN ACETYLATION%GOBP%GO:0006473	PROTEIN ACETYLATION%GOBP%GO:0006473		29	-0.43729693	-1.280149	0.14044943	0.4252737	1.0	1728	tags=24%, list=13%, signal=28%	
SIGNALING BY ERBB2 KD MUTANTS%REACTOME DATABASE ID RELEASE 65%9664565	SIGNALING BY ERBB2 KD MUTANTS%REACTOME DATABASE ID RELEASE 65%9664565		15	-0.5172594	-1.2798935	0.1754386	0.42494452	1.0	989	tags=33%, list=7%, signal=36%	
OXIDATIVE STRESS INDUCED SENESCENCE%REACTOME DATABASE ID RELEASE 65%2559580	OXIDATIVE STRESS INDUCED SENESCENCE%REACTOME DATABASE ID RELEASE 65%2559580		60	-0.373814	-1.279571	0.08856089	0.42477515	1.0	2168	tags=33%, list=16%, signal=40%	
EYE MORPHOGENESIS%GOBP%GO:0048592	EYE MORPHOGENESIS%GOBP%GO:0048592		39	-0.41081804	-1.2788861	0.09863946	0.425353	1.0	1405	tags=23%, list=10%, signal=26%	
EXTRACELLULAR VESICLE MEDIATED SIGNALING IN RECIPIENT CELLS%WIKIPATHWAYS_20240210%WP2870%HOMO SAPIENS	EXTRACELLULAR VESICLE MEDIATED SIGNALING IN RECIPIENT CELLS%WIKIPATHWAYS_20240210%WP2870%HOMO SAPIENS		19	-0.48056102	-1.2777399	0.1311054	0.4269573	1.0	2923	tags=47%, list=22%, signal=60%	
B CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050853	B CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050853		44	-0.3870441	-1.276241	0.09589041	0.4294099	1.0	2377	tags=43%, list=18%, signal=52%	
SISTER CHROMATID COHESION%GOBP%GO:0007062	SISTER CHROMATID COHESION%GOBP%GO:0007062		31	-0.43067232	-1.2751541	0.13461539	0.4309227	1.0	3114	tags=48%, list=23%, signal=63%	
BIOCARTA_FCER1_PATHWAY%MSIGDB_C2%BIOCARTA_FCER1_PATHWAY	BIOCARTA_FCER1_PATHWAY%MSIGDB_C2%BIOCARTA_FCER1_PATHWAY		28	-0.43273395	-1.2740954	0.14121038	0.4325055	1.0	81	tags=14%, list=1%, signal=14%	
NOTCH1 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME%R-HSA-2122947.5	NOTCH1 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME%R-HSA-2122947.5		42	-0.4003639	-1.2739762	0.10769231	0.43184936	1.0	2129	tags=31%, list=16%, signal=37%	
BIOCARTA_VIP_PATHWAY%MSIGDB_C2%BIOCARTA_VIP_PATHWAY	BIOCARTA_VIP_PATHWAY%MSIGDB_C2%BIOCARTA_VIP_PATHWAY		15	-0.5065408	-1.273762	0.15206185	0.4315097	1.0	1480	tags=33%, list=11%, signal=37%	
FGF SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FGF SIGNALING PATHWAY	FGF SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FGF SIGNALING PATHWAY		35	-0.41473415	-1.2734028	0.14243324	0.43145135	1.0	1873	tags=34%, list=14%, signal=40%	
RAF-INDEPENDENT MAPK1 3 ACTIVATION%REACTOME%R-HSA-112409.5	RAF-INDEPENDENT MAPK1 3 ACTIVATION%REACTOME%R-HSA-112409.5		20	-0.47553915	-1.2726903	0.14049587	0.43223774	1.0	1873	tags=40%, list=14%, signal=46%	
WNT SIGNALING PATHWAY%GOBP%GO:0016055	WNT SIGNALING PATHWAY%GOBP%GO:0016055		75	-0.36842665	-1.2726004	0.09663866	0.43155265	1.0	1089	tags=19%, list=8%, signal=20%	
PI3K AKT SIGNALING IN CANCER%REACTOME%R-HSA-2219528.4	PI3K AKT SIGNALING IN CANCER%REACTOME%R-HSA-2219528.4		72	-0.3620247	-1.2718576	0.093495935	0.4322289	1.0	2164	tags=29%, list=16%, signal=35%	
ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68962.6	ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68962.6		32	-0.42187878	-1.271761	0.11411411	0.43153578	1.0	2619	tags=31%, list=19%, signal=39%	
BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME DATABASE ID RELEASE 65%2173782	BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME DATABASE ID RELEASE 65%2173782		82	-0.3521084	-1.2713207	0.089147285	0.43163398	1.0	3029	tags=52%, list=23%, signal=67%	
FC EPSILON RECEPTOR (FCERI) SIGNALING%REACTOME DATABASE ID RELEASE 65%2454202	FC EPSILON RECEPTOR (FCERI) SIGNALING%REACTOME DATABASE ID RELEASE 65%2454202		177	-0.31405264	-1.270626	0.028735632	0.43231747	1.0	2656	tags=38%, list=20%, signal=47%	
REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:1900101	REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:1900101		26	-0.43066254	-1.2702336	0.13802817	0.43231815	1.0	1626	tags=31%, list=12%, signal=35%	
REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902099	REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902099		82	-0.35249734	-1.2699845	0.05928854	0.43198645	1.0	1868	tags=18%, list=14%, signal=21%	
SIGNALING BY FGFR4%REACTOME DATABASE ID RELEASE 65%5654743	SIGNALING BY FGFR4%REACTOME DATABASE ID RELEASE 65%5654743		25	-0.44705984	-1.2698554	0.13030303	0.4314055	1.0	2129	tags=36%, list=16%, signal=43%	
CELLULAR RESPONSE TO OXYGEN LEVELS%GOBP%GO:0071453	CELLULAR RESPONSE TO OXYGEN LEVELS%GOBP%GO:0071453		72	-0.35840952	-1.2696	0.062283736	0.43108502	1.0	2092	tags=29%, list=16%, signal=34%	
VENTRICULAR SEPTUM DEVELOPMENT%GOBP%GO:0003281	VENTRICULAR SEPTUM DEVELOPMENT%GOBP%GO:0003281		23	-0.45052403	-1.2691295	0.11699165	0.43122122	1.0	2304	tags=52%, list=17%, signal=63%	
LXR-MEDIATED SIGNALING%REACTOME%R-HSA-9024446.3	LXR-MEDIATED SIGNALING%REACTOME%R-HSA-9024446.3		33	-0.40403095	-1.2685899	0.12269939	0.4315948	1.0	2323	tags=42%, list=17%, signal=51%	
E2F MEDIATED REGULATION OF DNA REPLICATION%REACTOME DATABASE ID RELEASE 65%113510	E2F MEDIATED REGULATION OF DNA REPLICATION%REACTOME DATABASE ID RELEASE 65%113510		22	-0.46097198	-1.2684251	0.15591398	0.43115327	1.0	1573	tags=23%, list=12%, signal=26%	
ESTROGEN-DEPENDENT NUCLEAR EVENTS DOWNSTREAM OF ESR-MEMBRANE SIGNALING%REACTOME DATABASE ID RELEASE 65%9634638	ESTROGEN-DEPENDENT NUCLEAR EVENTS DOWNSTREAM OF ESR-MEMBRANE SIGNALING%REACTOME DATABASE ID RELEASE 65%9634638		20	-0.4749506	-1.2683803	0.15363881	0.43039924	1.0	1665	tags=35%, list=12%, signal=40%	
NUCLEAR EVENTS STIMULATED BY ALK SIGNALING IN CANCER%REACTOME%R-HSA-9725371.3	NUCLEAR EVENTS STIMULATED BY ALK SIGNALING IN CANCER%REACTOME%R-HSA-9725371.3		31	-0.4353099	-1.2660221	0.15561959	0.434841	1.0	1347	tags=23%, list=10%, signal=25%	
POSITIVE REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000243	POSITIVE REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000243		22	-0.44815183	-1.2652323	0.15229885	0.43570447	1.0	1015	tags=23%, list=8%, signal=25%	
IL23-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL23-MEDIATED SIGNALING EVENTS	IL23-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL23-MEDIATED SIGNALING EVENTS		28	-0.43481404	-1.2641195	0.17272727	0.43740472	1.0	1381	tags=29%, list=10%, signal=32%	
SIGNALING BY ERBB2 IN CANCER%REACTOME%R-HSA-1227990.6	SIGNALING BY ERBB2 IN CANCER%REACTOME%R-HSA-1227990.6		16	-0.5006942	-1.2639924	0.16180371	0.43678296	1.0	989	tags=31%, list=7%, signal=34%	
PYRIMIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006221	PYRIMIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006221		15	-0.49881008	-1.2639521	0.16101696	0.43600222	1.0	2866	tags=40%, list=21%, signal=51%	
REGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF ANDROGEN RECEPTOR ACTIVITY	REGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF ANDROGEN RECEPTOR ACTIVITY		44	-0.39456776	-1.2638971	0.098802395	0.43526196	1.0	1967	tags=32%, list=15%, signal=37%	
SARS-COV-1-HOST INTERACTIONS%REACTOME%R-HSA-9692914.3	SARS-COV-1-HOST INTERACTIONS%REACTOME%R-HSA-9692914.3		88	-0.34263536	-1.2636756	0.07092199	0.43482196	1.0	2576	tags=38%, list=19%, signal=46%	
TRANSCRIPTIONAL REGULATION BY THE AP-2 (TFAP2) FAMILY OF TRANSCRIPTION FACTORS%REACTOME%R-HSA-8864260.5	TRANSCRIPTIONAL REGULATION BY THE AP-2 (TFAP2) FAMILY OF TRANSCRIPTION FACTORS%REACTOME%R-HSA-8864260.5		26	-0.43898886	-1.2620661	0.134375	0.43767944	1.0	3375	tags=62%, list=25%, signal=82%	
GLUCOCORTICOID RECEPTOR PATHWAY%WIKIPATHWAYS_20240210%WP2880%HOMO SAPIENS	GLUCOCORTICOID RECEPTOR PATHWAY%WIKIPATHWAYS_20240210%WP2880%HOMO SAPIENS		46	-0.39070803	-1.2618787	0.13013698	0.4372666	1.0	1328	tags=28%, list=10%, signal=31%	
POSITIVE REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032388	POSITIVE REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032388		102	-0.3366786	-1.2616004	0.07798165	0.43697792	1.0	966	tags=19%, list=7%, signal=20%	
C-MYB TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYB TRANSCRIPTION FACTOR NETWORK	C-MYB TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYB TRANSCRIPTION FACTOR NETWORK		76	-0.35029244	-1.2613031	0.06130268	0.43678853	1.0	1571	tags=28%, list=12%, signal=31%	
NCAM SIGNALING FOR NEURITE OUT-GROWTH%REACTOME%R-HSA-375165.5	NCAM SIGNALING FOR NEURITE OUT-GROWTH%REACTOME%R-HSA-375165.5		35	-0.41034725	-1.2596834	0.14285715	0.43955845	1.0	1383	tags=26%, list=10%, signal=29%	
CYCLIN A B1 B2 ASSOCIATED EVENTS DURING G2 M TRANSITION%REACTOME%R-HSA-69273.8	CYCLIN A B1 B2 ASSOCIATED EVENTS DURING G2 M TRANSITION%REACTOME%R-HSA-69273.8		23	-0.44726753	-1.2586911	0.16193181	0.4410428	1.0	3343	tags=52%, list=25%, signal=69%	
PID_IL3_PATHWAY%MSIGDB_C2%PID_IL3_PATHWAY	PID_IL3_PATHWAY%MSIGDB_C2%PID_IL3_PATHWAY		18	-0.47397417	-1.2585944	0.16619718	0.44041967	1.0	243	tags=17%, list=2%, signal=17%	
BIOCARTA_IL6_PATHWAY%MSIGDB_C2%BIOCARTA_IL6_PATHWAY	BIOCARTA_IL6_PATHWAY%MSIGDB_C2%BIOCARTA_IL6_PATHWAY		17	-0.4807501	-1.2585926	0.18131869	0.43955982	1.0	1873	tags=24%, list=14%, signal=27%	
SIGNALING BY CYTOSOLIC FGFR1 FUSION MUTANTS%REACTOME DATABASE ID RELEASE 65%1839117	SIGNALING BY CYTOSOLIC FGFR1 FUSION MUTANTS%REACTOME DATABASE ID RELEASE 65%1839117		15	-0.5040458	-1.2581836	0.13720317	0.4397118	1.0	989	tags=20%, list=7%, signal=22%	
MARKERS OF KIDNEY CELL LINEAGE%WIKIPATHWAYS_20240210%WP5236%HOMO SAPIENS	MARKERS OF KIDNEY CELL LINEAGE%WIKIPATHWAYS_20240210%WP5236%HOMO SAPIENS		17	-0.4888051	-1.2580305	0.17426273	0.43919733	1.0	2501	tags=47%, list=19%, signal=58%	
SIGNALING BY FGFR3%REACTOME%R-HSA-5654741.4	SIGNALING BY FGFR3%REACTOME%R-HSA-5654741.4		26	-0.43903524	-1.2567306	0.1529052	0.44127753	1.0	2129	tags=35%, list=16%, signal=41%	
FGF SIGNALING PATHWAY%PANTHER PATHWAY%P00021	FGF SIGNALING PATHWAY%PANTHER PATHWAY%P00021		62	-0.36910716	-1.2565501	0.08450704	0.44079253	1.0	2457	tags=31%, list=18%, signal=37%	
SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE	SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE		33	-0.41495487	-1.2564269	0.14886731	0.44021183	1.0	989	tags=21%, list=7%, signal=23%	
BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY	BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY		20	-0.46986702	-1.2556834	0.17548746	0.44098392	1.0	279	tags=15%, list=2%, signal=15%	
T CELL RECEPTOR AND CO STIMULATORY SIGNALING%WIKIPATHWAYS_20240210%WP2583%HOMO SAPIENS	T CELL RECEPTOR AND CO STIMULATORY SIGNALING%WIKIPATHWAYS_20240210%WP2583%HOMO SAPIENS		18	-0.47778815	-1.2553736	0.18181819	0.44082102	1.0	1510	tags=33%, list=11%, signal=37%	
POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045621	POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045621		89	-0.33958	-1.2544549	0.068	0.442193	1.0	2768	tags=43%, list=21%, signal=53%	
ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS	ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS		37	-0.39995763	-1.254186	0.12662338	0.44195792	1.0	2457	tags=30%, list=18%, signal=36%	
REGULATION OF HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:1901532	REGULATION OF HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:1901532		26	-0.4356705	-1.2536697	0.16863905	0.44228497	1.0	1927	tags=31%, list=14%, signal=36%	
REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0061178	REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0061178		16	-0.50157344	-1.2533034	0.1861702	0.4423333	1.0	1182	tags=38%, list=9%, signal=41%	
REGULATION OF CELLULAR RESPONSE TO HEAT%GOBP%GO:1900034	REGULATION OF CELLULAR RESPONSE TO HEAT%GOBP%GO:1900034		15	-0.50446486	-1.2531008	0.20435968	0.4419187	1.0	2076	tags=33%, list=15%, signal=39%	
PID_E2F_PATHWAY%MSIGDB_C2%PID_E2F_PATHWAY	PID_E2F_PATHWAY%MSIGDB_C2%PID_E2F_PATHWAY		55	-0.36920568	-1.25305	0.10600707	0.4412016	1.0	3530	tags=47%, list=26%, signal=64%	
BIOLOGICAL PROCESS INVOLVED IN INTERACTION WITH SYMBIONT%GOBP%GO:0051702	BIOLOGICAL PROCESS INVOLVED IN INTERACTION WITH SYMBIONT%GOBP%GO:0051702		82	-0.349934	-1.2530018	0.09311741	0.44046307	1.0	1737	tags=21%, list=13%, signal=24%	
SUPERPATHWAY OF GLYCOSPHINGOLIPIDS BIOSYNTHESIS%BIOCYC%PWY-7835	SUPERPATHWAY OF GLYCOSPHINGOLIPIDS BIOSYNTHESIS%BIOCYC%PWY-7835		20	-0.4746556	-1.2521833	0.17929293	0.44153133	1.0	138	tags=15%, list=1%, signal=15%	
T CELL MODULATION IN PANCREATIC CANCER%WIKIPATHWAYS_20240210%WP5078%HOMO SAPIENS	T CELL MODULATION IN PANCREATIC CANCER%WIKIPATHWAYS_20240210%WP5078%HOMO SAPIENS		23	-0.4421018	-1.2501355	0.1522388	0.44537878	1.0	2046	tags=39%, list=15%, signal=46%	
G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0000082	G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0000082		47	-0.3852324	-1.2497455	0.13479623	0.44543496	1.0	2165	tags=28%, list=16%, signal=33%	
REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:2000045	REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:2000045		124	-0.3227485	-1.2492328	0.06532663	0.44576162	1.0	1975	tags=23%, list=15%, signal=26%	
REGULATION OF SMOOTH MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0034391	REGULATION OF SMOOTH MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0034391		16	-0.4998766	-1.2490451	0.17287233	0.44537023	1.0	132	tags=13%, list=1%, signal=13%	
REGULATION OF HORMONE SECRETION%GOBP%GO:0046883	REGULATION OF HORMONE SECRETION%GOBP%GO:0046883		79	-0.3468298	-1.2486116	0.08812261	0.44549423	1.0	1223	tags=20%, list=9%, signal=22%	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:2000142	REGULATION OF DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:2000142		66	-0.36081785	-1.2484853	0.077192985	0.44494292	1.0	1794	tags=23%, list=13%, signal=26%	
INTERLEUKIN SIGNALING PATHWAY%PANTHER PATHWAY%P00036	INTERLEUKIN SIGNALING PATHWAY%PANTHER PATHWAY%P00036		71	-0.35366324	-1.2484417	0.101045296	0.44418812	1.0	1795	tags=27%, list=13%, signal=31%	
CONSTITUTIVE SIGNALING BY ABERRANT PI3K IN CANCER%REACTOME DATABASE ID RELEASE 65%2219530	CONSTITUTIVE SIGNALING BY ABERRANT PI3K IN CANCER%REACTOME DATABASE ID RELEASE 65%2219530		46	-0.38046384	-1.2478274	0.12462908	0.44472468	1.0	2164	tags=33%, list=16%, signal=39%	
N-TERMINAL PROTEIN AMINO ACID MODIFICATION%GOBP%GO:0031365	N-TERMINAL PROTEIN AMINO ACID MODIFICATION%GOBP%GO:0031365		19	-0.47405958	-1.2460796	0.2	0.44789335	1.0	2350	tags=37%, list=17%, signal=45%	
POSITIVE REGULATION OF GLIOGENESIS%GOBP%GO:0014015	POSITIVE REGULATION OF GLIOGENESIS%GOBP%GO:0014015		19	-0.46957827	-1.2457383	0.18548387	0.44779813	1.0	2046	tags=47%, list=15%, signal=56%	
NEURAL TUBE DEVELOPMENT%GOBP%GO:0021915	NEURAL TUBE DEVELOPMENT%GOBP%GO:0021915		37	-0.39610127	-1.2448277	0.15460527	0.44909093	1.0	1490	tags=27%, list=11%, signal=30%	
INSULIN RECEPTOR SIGNALLING CASCADE%REACTOME DATABASE ID RELEASE 65%74751	INSULIN RECEPTOR SIGNALLING CASCADE%REACTOME DATABASE ID RELEASE 65%74751		31	-0.40942043	-1.2447044	0.15277778	0.44854498	1.0	2164	tags=29%, list=16%, signal=35%	
POSITIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050857	POSITIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050857		19	-0.47651908	-1.2424521	0.17597765	0.4528789	1.0	1337	tags=42%, list=10%, signal=47%	
TRABECULA MORPHOGENESIS%GOBP%GO:0061383	TRABECULA MORPHOGENESIS%GOBP%GO:0061383		16	-0.48549452	-1.2420805	0.20424403	0.45291063	1.0	2304	tags=44%, list=17%, signal=53%	
POSITIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046824	POSITIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046824		45	-0.3705044	-1.2417401	0.094339624	0.45283324	1.0	966	tags=20%, list=7%, signal=21%	
RANKL RANK SIGNALING PATHWAY%WIKIPATHWAYS_20240210%WP2018%HOMO SAPIENS	RANKL RANK SIGNALING PATHWAY%WIKIPATHWAYS_20240210%WP2018%HOMO SAPIENS		40	-0.3913792	-1.2416573	0.13513513	0.45219183	1.0	947	tags=20%, list=7%, signal=21%	
REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033045	REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033045		93	-0.33343095	-1.2406282	0.06666667	0.4536625	1.0	3631	tags=35%, list=27%, signal=48%	
SYNTHESIS OF ACTIVE UBIQUITIN: ROLES OF E1 AND E2 ENZYMES%REACTOME DATABASE ID RELEASE 65%8866652	SYNTHESIS OF ACTIVE UBIQUITIN: ROLES OF E1 AND E2 ENZYMES%REACTOME DATABASE ID RELEASE 65%8866652		30	-0.4113034	-1.23915	0.15384616	0.4563069	1.0	2589	tags=40%, list=19%, signal=49%	
REGULATION OF TP53 EXPRESSION AND DEGRADATION%REACTOME%R-HSA-6806003.4	REGULATION OF TP53 EXPRESSION AND DEGRADATION%REACTOME%R-HSA-6806003.4		34	-0.39945412	-1.2381439	0.1440678	0.45787594	1.0	3488	tags=47%, list=26%, signal=63%	
POSITIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902751	POSITIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902751		21	-0.44303933	-1.2379631	0.17977528	0.457424	1.0	3173	tags=43%, list=24%, signal=56%	
EPITHELIAL TUBE FORMATION%GOBP%GO:0072175	EPITHELIAL TUBE FORMATION%GOBP%GO:0072175		34	-0.40427014	-1.2367511	0.14150943	0.45934075	1.0	2092	tags=29%, list=16%, signal=35%	
FOXO-MEDIATED TRANSCRIPTION OF OXIDATIVE STRESS, METABOLIC AND NEURONAL GENES%REACTOME%R-HSA-9615017.2	FOXO-MEDIATED TRANSCRIPTION OF OXIDATIVE STRESS, METABOLIC AND NEURONAL GENES%REACTOME%R-HSA-9615017.2		19	-0.46533242	-1.2363842	0.18302387	0.45930094	1.0	184	tags=16%, list=1%, signal=16%	
PROTEIN SUMOYLATION%GOBP%GO:0016925	PROTEIN SUMOYLATION%GOBP%GO:0016925		42	-0.39320788	-1.2353927	0.13782051	0.46082866	1.0	1862	tags=19%, list=14%, signal=22%	
SENSORY ORGAN MORPHOGENESIS%GOBP%GO:0090596	SENSORY ORGAN MORPHOGENESIS%GOBP%GO:0090596		61	-0.3613383	-1.2349795	0.15	0.460955	1.0	1405	tags=20%, list=10%, signal=22%	
POSITIVE REGULATION OF BINDING%GOBP%GO:0051099	POSITIVE REGULATION OF BINDING%GOBP%GO:0051099		87	-0.34262082	-1.2336287	0.09594096	0.46324807	1.0	968	tags=17%, list=7%, signal=18%	
GASTRIN SIGNALING PATHWAY%WIKIPATHWAYS_20240210%WP4659%HOMO SAPIENS	GASTRIN SIGNALING PATHWAY%WIKIPATHWAYS_20240210%WP4659%HOMO SAPIENS		83	-0.34292525	-1.232589	0.09128631	0.4648776	1.0	1890	tags=29%, list=14%, signal=33%	
CELL INTERACTIONS OF THE PANCREATIC CANCER MICROENVIRONMENT%WIKIPATHWAYS_20240210%WP5284%HOMO SAPIENS	CELL INTERACTIONS OF THE PANCREATIC CANCER MICROENVIRONMENT%WIKIPATHWAYS_20240210%WP5284%HOMO SAPIENS		20	-0.46017197	-1.2324488	0.19553073	0.4643555	1.0	2046	tags=45%, list=15%, signal=53%	
